dep_id,dep_search_date,dep_departure_airport,dep_arrival_airport,dep_departure_date,dep_arrival_date,dep_departure_time,dep_arrival_time,dep_price,dep_total_hours,dep_companies,dep_connections,arr_id,arr_search_date,arr_departure_airport,arr_arrival_airport,arr_departure_date,arr_arrival_date,arr_departure_time,arr_arrival_time,arr_price,arr_total_hours,arr_companies,arr_connections,total_price,trip_duration_days
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-20,10:25,22:40,656.0,19.25,Turkish Airlines,1 escala,1600.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,16:55,08:40,545.0,22.75,China Eastern,1 escala,1489.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,11:10,12:45,458.0,32.583333333333336,"Philippines AirAsia, Kuwait Airways",2 escalas,1402.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,13:50,08:40,549.0,25.833333333333332,China Eastern,1 escala,1493.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,17:25,07:35,697.0,21.166666666666668,Qatar Airways,1 escala,1641.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,13:00,08:40,549.0,26.666666666666668,China Eastern,1 escala,1493.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,18:30,08:50,573.0,21.333333333333332,Cathay Pacifc,1 escala,1517.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,10:55,08:40,549.0,28.75,China Eastern,1 escala,1493.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,10:20,10:45,944.0,17.416666666666668,KLM,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-21,17:40,08:00,709.0,21.333333333333332,Etihad Airways,1 escala,1653.0,10
,2025-10-11 00:00:00,MAD,NRT,2026-08-09,2026-08-10,11:05,12:00,751.0,17.916666666666668,China Eastern,1 escala,,2025-10-11 00:00:00,NRT,MAD,2026-08-20,2026-08-20,10:25,22:40,656.0,19.25,Turkish Airlines,1 escala,1407.0,10
