dep_id,dep_search_date,dep_departure_airport,dep_arrival_airport,dep_departure_date,dep_arrival_date,dep_departure_time,dep_arrival_time,dep_price,dep_total_hours,dep_companies,dep_connections,arr_id,arr_search_date,arr_departure_airport,arr_arrival_airport,arr_departure_date,arr_arrival_date,arr_departure_time,arr_arrival_time,arr_price,arr_total_hours,arr_companies,arr_connections,total_price,trip_duration_days
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-25,08:40,22:15,676.0,21.583333333333332,"China Eastern, KLM",2 escalas,1491.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,17:00,09:40,673.0,24.666666666666668,"ANA, Turkish Airlines",2 escalas,1488.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,21:45,15:40,657.0,25.916666666666668,Turkish Airlines,1 escala,1472.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,20:00,10:50,728.0,22.833333333333332,"China Eastern, Air Europa",2 escalas,1543.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,16:30,09:40,672.0,25.166666666666668,"Japan Airlines, Turkish Airlines",2 escalas,1487.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,21:45,09:40,867.0,19.916666666666668,Turkish Airlines,1 escala,1682.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,18:05,09:40,681.0,23.583333333333332,"ANA, Turkish Airlines",2 escalas,1496.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,13:55,09:40,669.0,27.75,"ANA, Turkish Airlines",2 escalas,1484.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,21:45,15:40,660.0,25.916666666666668,Turkish Airlines,1 escala,1475.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,05:05,10:25,815.0,21.333333333333332,"TAP AIR PORTUGAL, ITA Airways",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,20:00,14:30,643.0,26.5,"China Eastern, TAP AIR PORTUGAL",2 escalas,1458.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-25,08:40,22:15,676.0,21.583333333333332,"China Eastern, KLM",2 escalas,1438.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,17:00,09:40,673.0,24.666666666666668,"ANA, Turkish Airlines",2 escalas,1435.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,21:45,15:40,657.0,25.916666666666668,Turkish Airlines,1 escala,1419.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,20:00,10:50,728.0,22.833333333333332,"China Eastern, Air Europa",2 escalas,1490.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,16:30,09:40,672.0,25.166666666666668,"Japan Airlines, Turkish Airlines",2 escalas,1434.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,21:45,09:40,867.0,19.916666666666668,Turkish Airlines,1 escala,1629.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,18:05,09:40,681.0,23.583333333333332,"ANA, Turkish Airlines",2 escalas,1443.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,13:55,09:40,669.0,27.75,"ANA, Turkish Airlines",2 escalas,1431.0,8
,2025-10-11 00:00:00,OPO,HND,2026-08-16,2026-08-17,07:35,18:30,762.0,26.916666666666668,"Air Europa, China Eastern",2 escalas,,2025-10-11 00:00:00,HND,OPO,2026-08-25,2026-08-26,21:45,15:40,660.0,25.916666666666668,Turkish Airlines,1 escala,1422.0,8
