dep_id,dep_search_date,dep_departure_airport,dep_arrival_airport,dep_departure_date,dep_arrival_date,dep_departure_time,dep_arrival_time,dep_price,dep_total_hours,dep_companies,dep_connections,arr_id,arr_search_date,arr_departure_airport,arr_arrival_airport,arr_departure_date,arr_arrival_date,arr_departure_time,arr_arrival_time,arr_price,arr_total_hours,arr_companies,arr_connections,total_price,trip_duration_days
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,11:10,20:35,515.0,41.416666666666664,Várias companhias aéreas,3 escalas,1639.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,14:35,09:20,567.0,26.75,"ZIPAIR, Air Canada",2 escalas,1691.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,12:35,22:50,1109.0,18.25,KLM,1 escala,2233.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,18:30,12:45,602.0,26.25,"Cathay Pacifc, easyJet",2 escalas,1726.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,10:25,23:35,661.0,21.166666666666668,Turkish Airlines,1 escala,1785.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,09:00,22:40,596.0,21.666666666666668,"Asiana Airlines, TAP AIR PORTUGAL",2 escalas,1720.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,21:25,09:50,975.0,20.416666666666668,Turkish Airlines,1 escala,2099.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,18:30,13:10,605.0,26.666666666666668,"Cathay Pacifc, easyJet",2 escalas,1729.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,14:15,17:35,1124.0,19.333333333333332,Emirates,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,10:25,23:35,658.0,21.166666666666668,Turkish Airlines,1 escala,1782.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,11:10,20:35,515.0,41.416666666666664,Várias companhias aéreas,3 escalas,1390.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,14:35,09:20,567.0,26.75,"ZIPAIR, Air Canada",2 escalas,1442.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,12:35,22:50,1109.0,18.25,KLM,1 escala,1984.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,18:30,12:45,602.0,26.25,"Cathay Pacifc, easyJet",2 escalas,1477.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,10:25,23:35,661.0,21.166666666666668,Turkish Airlines,1 escala,1536.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,09:00,22:40,596.0,21.666666666666668,"Asiana Airlines, TAP AIR PORTUGAL",2 escalas,1471.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,21:25,09:50,975.0,20.416666666666668,Turkish Airlines,1 escala,1850.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,18:30,13:10,605.0,26.666666666666668,"Cathay Pacifc, easyJet",2 escalas,1480.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,875.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,10:25,23:35,658.0,21.166666666666668,Turkish Airlines,1 escala,1533.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,849.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,11:10,20:35,515.0,41.416666666666664,Várias companhias aéreas,3 escalas,1364.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,849.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-21,14:35,09:20,567.0,26.75,"ZIPAIR, Air Canada",2 escalas,1416.0,10
,2025-10-11 00:00:00,LIS,NRT,2026-08-09,2026-08-10,09:10,12:30,849.0,19.333333333333332,Etihad Airways,1 escala,,2025-10-11 00:00:00,NRT,LIS,2026-08-20,2026-08-20,12:35,22:50,1109.0,18.25,KLM,1 escala,1958.0,10
