dep_id,dep_search_date,dep_departure_airport,dep_arrival_airport,dep_departure_date,dep_arrival_date,dep_departure_time,dep_arrival_time,dep_price,dep_total_hours,dep_companies,dep_connections,arr_id,arr_search_date,arr_departure_airport,arr_arrival_airport,arr_departure_date,arr_arrival_date,arr_departure_time,arr_arrival_time,arr_price,arr_total_hours,arr_companies,arr_connections,total_price,trip_duration_days
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-22,20:00,10:20,745.0,22.333333333333332,"China Eastern, easyJet",2 escalas,1891.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-22,20:00,11:30,783.0,23.5,"China Eastern, TAP AIR PORTUGAL",2 escalas,1929.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-21,00:05,12:35,828.0,20.5,Emirates,1 escala,1974.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-22,20:00,14:05,632.0,26.083333333333332,"China Eastern, TAP AIR PORTUGAL",2 escalas,1778.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-22,16:35,13:50,606.0,29.25,"Vietnam Airlines, TAP AIR PORTUGAL",2 escalas,1752.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-21,09:05,22:25,1121.0,21.333333333333332,Air France,1 escala,2267.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-22,20:00,10:45,644.0,22.75,"China Eastern, Air Europa",2 escalas,1790.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-21,01:30,20:15,658.0,26.75,"Asiana Airlines, Korean Air",1 escala,1804.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,07:20,10:55,1146.0,19.583333333333332,"British Airways, Iberia",1 escala,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-21,02:00,20:15,666.0,26.25,Korean Air,1 escala,1812.0,8
,2025-10-11 00:00:00,LIS,HND,2026-08-12,2026-08-13,06:40,12:25,724.0,21.75,"easyJet, Air China",2 escalas,,2025-10-11 00:00:00,HND,LIS,2026-08-21,2026-08-22,20:00,10:20,745.0,22.333333333333332,"China Eastern, easyJet",2 escalas,1469.0,8
